id;safra_abertura;cidade;estado;idade;sexo;limite_total;limite_disp;data; valor ;grupo_estabelecimento;cidade_estabelecimento;pais_estabelecimento
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;110;13.08.2019; -   ;TRANS FINANC;;
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;60;14.08.2019;50;POSTO DE GAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;57;14.08.2019;3,5;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;47;14.08.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;120;14.08.2019;26,5;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;100;14.08.2019;20;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;1650;170;2.10.2019;96,86;FARMACIAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;560;19.07.2019;124,88;VAREJO;SAO BERNARDO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;517;19.07.2019;43,68;M.O.T.O.;OSASCO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;814;13.05.2019;221;HOSP E CLINICA;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;783;13.05.2019;30,87;RESTAURANTE;SAOPAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5750;121;18.12.2019;50;SERVI‚O;SAO SEBASTIAO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;1650;324;2.10.2019;60,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;1650;314;2.10.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;1650;267;2.10.2019;46,49;RESTAURANTE;Sao Paulo;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3600;70;17.08.2019;10;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3600;60;17.08.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;60;20.08.2019;46;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;10;20.08.2019;449,99;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5750;1442;23.12.2019;1;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7150;1963;30.12.2019;70;LOJA DE DEPART;MONTEVERDE;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7150;1783;30.12.2019;109,12;POSTO DE GAS;POUSO ALEGRE;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1951;8.05.2019;3,5;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1941;8.05.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1915;8.05.2019;26,6;SUPERMERCADOS;FORMIGA;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;313;15.08.2019;3,8;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;309;15.08.2019;4;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;294;15.08.2019;15;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;2211;25.01.2020;131,47;SERVI‚O;RIO DE JANEIR;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;2198;26.01.2020;12,81;SUPERMERCADOS;SAO BERNARDO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;2165;26.01.2020;32,9;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;934;31.10.2019;67,99;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;1084;1.07.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1115;12.05.2019;23;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1099;12.05.2019;16;POSTO DE GAS;SANTOANDRE;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1071;12.05.2019;27,43;FARMACIAS;SANTO ANDRE;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;2158;191;24.04.2020;129;POSTO DE GAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;423;26.05.2019;18,5;RESTAURANTE;SANTO ANDRE;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;383;26.05.2019;39,99;SUPERMERCADOS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;1071;1.07.2019;13,34;FARMACIAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;1012;1.07.2019;58,58;FARMACIAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;989;2.07.2019;23;VAREJO;SAOPAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;3192;7.02.2020;8;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;3182;7.02.2020;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;3121;7.02.2020;60,5;RESTAURANTE;Sao Paulo;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;1241;29.10.2019;12,98;SUPERMERCADOS;BARUERI;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1234;19.10.2019;30;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;934;19.10.2019; -   ;TRANS FINANC;;
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;884;19.10.2019;50;POSTO DE GAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;3763;4.02.2020;15,98;SUPERMERCADOS;SANTANA DE PA;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;2795;6.11.2019;23,9;SUPERMERCADOS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;833;22.10.2019;30,9;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;333;22.10.2019; -   ;TRANS FINANC;;
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;3105;5.11.2019;14,4;POSTO DE GAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;3055;5.11.2019;50;POSTO DE GAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;3051;5.11.2019;3,5;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;2999;5.11.2019;52,11;FARMACIAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;1978;28.01.2020;22;SUPERMERCADOS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;1897;25.02.2020;50;POSTO DE GAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;2254;16.07.2019;24,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;1358;232;3.03.2020;16,9;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;4;23.08.2019;3,5;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;0;23.08.2019;3,5;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;2015;11.02.2020;179,9;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;2005;11.02.2020;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;885;8.04.2019;29,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;1750;104;14.04.2020;91,81;SUPERMERCADOS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;178;15.08.2019;70;POSTO DE GAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;149;16.08.2019;11;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;139;16.08.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;95;16.08.2019;44;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;80;16.08.2019;15;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;2500;611;9.08.2019;16,18;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;2500;600;9.08.2019;11;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;2500;590;9.08.2019;9,99;SUPERMERCADOS;BARUERI;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;2500;570;9.08.2019;20;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;681;13.04.2019;50;M.O.T.O.;OSASCO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;668;13.04.2019;13;POSTO DE GAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;29;5.12.2019;3;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;2939;6.11.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;2930;6.11.2019;9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;6500;638;9.09.2019;66;RESTAURANTE;Sao Paulo;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5750;1468;21.12.2019;28,8;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5750;1458;21.12.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5750;1443;21.12.2019;15;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;1644;13.11.2019;44,8;SUPERMERCADOS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3400;248;15.08.2019;45,33;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;1211;29.10.2019;30,47;FARMACIAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;2474;22.01.2020;43,1;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;825;23.07.2019;63,43;RESTAURANTE;Sao Paulo;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;951;19.11.2019;28,8;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;2158;320;23.04.2020;32,8;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;199;27.08.2019;37,8;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1718;10.05.2019;73,61;RESTAURANTE;Sao Paulo;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;674;22.11.2019;31,6;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1303;13.10.2019;30;SERVI‚O;SANTO ANDRE;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1282;13.10.2019;20,77;FARMACIAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;148;28.08.2019;51;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;123;28.08.2019;25;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;75;28.08.2019;47,25;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;65;28.08.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;61;28.08.2019;4;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;46;28.08.2019;15;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;25;28.08.2019;21,72;SUPERMERCADOS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;431;24.05.2019;80,74;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;411;24.05.2019;20;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;361;24.05.2019;50;M.O.T.O.;OSASCO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;115;20.08.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;106;20.08.2019;9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;759;25.05.2019;782;AUTO PE‚AS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;744;25.05.2019;14,9;POSTO DE GAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;709;25.05.2019;35;POSTO DE GAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;703;25.05.2019;6;VAREJO;SAO BERNARDO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;638;25.05.2019;65,45;RESTAURANTE;SAO BERNARDO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;299;27.05.2019;41,3;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;312;23.10.2019;18,89;SUPERMERCADOS;BARUERI;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;310;23.10.2019;2,8;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;307;23.10.2019;2,8;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5750;1335;24.12.2019;14,9;SUPERMERCADOS;SANTANA DE PA;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5750;1331;24.12.2019;4;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;151;28.05.2019;70,4;RESTAURANTE;SAOPAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;141;29.05.2019;10,44;FARMACIAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;46;25.06.2019;20;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;2004;3.01.2020;128,7;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;1979;3.01.2020;25,27;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;2417;11.07.2019;170;AUTO PE‚AS;SAO BERNARDO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;496;15.06.2019;15;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;2200;820;5.03.2020;53,61;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;2200;718;6.03.2020;101,92;POSTO DE GAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;2200;667;6.03.2020;50,5;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;961;2.07.2019;28;SUPERMERCADOS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;941;2.07.2019;20;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;5200;851;3.07.2019;90,2;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4600;890;30.09.2019;34,83;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;7500;2732;20.01.2020;66,96;FARMACIAS;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3750;727;25.09.2019;30;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;3750;693;25.09.2019;33,98;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1353;10.10.2019;23;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;1333;11.10.2019;20;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;353;29.07.2019;5,49;FARMACIAS;SAO BERNARDO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;202;30.07.2019;151,36;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;6500;771;5.09.2019;25,5;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;6500;847;5.09.2019;15,4;RESTAURANTE;SAOPAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;6500;797;5.09.2019;50;SERVI‚O;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;148;25.10.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;147;25.10.2019;1,2;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;102;25.10.2019;44,6;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;92;25.10.2019;9,9;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;4000;89;25.10.2019;3,5;RESTAURANTE;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;1900;2090;1.05.2020;50;POSTO DE GAS;POUSO ALEGRE;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;1900;386;2.05.2020;3,5;VAREJO;SAO PAULO;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;1900;358;2.05.2020;28,5;VAREJO;POUSO ALEGRE;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;1900;297;2.05.2020;61;M.O.T.O.;Pouso Alegre;BR
5,02E+11;201901;SAO PAULO             ;SP ;34;F;1900;108;3.05.2020;189,02;POSTO DE GAS;POUSO ALEGRE;BR
3,48E+11;201902;SAO PAULO             ;SP ;20;F;500;212;6.01.2020;11,52;SERVI‚O;SAO PAULO;BR
3,48E+11;201902;SAO PAULO             ;SP ;20;F;500;222;6.01.2020;1;SERVI‚O;SAO PAULO;BR
3,48E+11;201902;SAO PAULO             ;SP ;20;F;500;207;6.01.2020;7,57;SERVI‚O;SAO PAULO;BR
3,48E+11;201902;SAO PAULO             ;SP ;20;F;500;178;7.01.2020;36,99;SERVI‚O;SAO PAULO;BR
3,48E+11;201902;SAO PAULO             ;SP ;20;F;500;321;29.06.2019;179;SERVI‚O;COTIA;BR
3,48E+11;201902;SAO PAULO             ;SP ;20;F;500;62;21.12.2019;15,8;SERVI‚O;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;3428;16.03.2020;455,81;SUPERMERCADOS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;3424;16.03.2020;3,5;RESTAURANTE;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;8862;20.01.2020;930;VAREJO;SAOPAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;4738;29.03.2020;92,09;LOJA DE DEPART;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;12046;1.03.2020;220,04;POSTO DE GAS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;11740;1.03.2020;306,33;SUPERMERCADOS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;18184;16.12.2019;32,08;SERVI‚O;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;1311;9.04.2020;78;SERVI‚O;VITORIA;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;19029;24.10.2019;194,13;RESTAURANTE;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;7958;18.03.2020;136;VAREJO;OSASCO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;7806;18.03.2020;152,4;SUPERMERCADOS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;14085;6329;10.03.2020;1;SERVI‚O;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;18986;25.10.2019;42,52;SUPERMERCADOS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;3688;30.04.2020;100;SERVI‚O;OSASCO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;18689;9.12.2019;175,5;RESTAURANTE;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;14085;5959;12.03.2020;189,99;FARMACIAS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;11849;6.01.2020;680;VAREJO;SAOPAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;14085;6313;10.03.2020;15,97;FARMACIAS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;14085;6149;10.03.2020;163,74;FARMACIAS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;18329;14.12.2019;100;POSTO DE GAS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;18287;15.12.2019;42,4;RESTAURANTE;DIADEMA;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;15305;29.11.2019;43;SUPERMERCADOS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;15073;1.12.2019;231,39;POSTO DE GAS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;15068;2.12.2019;4,9;RESTAURANTE;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;12866;28.12.2019;73,92;FARMACIAS;AGUAS DE LIND;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;12766;29.12.2019;100;SERVI‚O;SERRA NEGRA;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;12666;29.12.2019;100;SERVI‚O;OSASCO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;12649;30.12.2019;16,9;SUPERMERCADOS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;13019;24.12.2019;39,98;VAREJO;AGUAS DE LIND;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;12940;24.12.2019;79;VESTUARIO;AGUAS DE LIND;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;20387;20.12.2019;379,98;VAREJO;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;20375;20.12.2019;12;VAREJO;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;15214;20.12.2019;5.161,00;VAREJO;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;15058;3.12.2019;10,5;SERVI‚O;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;17481;29.10.2019;5,5;RESTAURANTE;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;1389;7.04.2020;65;SERVI‚O;VITORIA;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;3788;23.04.2020;15;SERVI‚O;PINHAIS;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;16873;17.11.2019;142,02;POSTO DE GAS;SAO PAULO;BR
1,00E+12;201905;SAO PAULO             ;SP ;39;M;18000;16783;17.11.2019;89,99;M.O.T.O.;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;688;2.08.2019;197,52;RESTAURANTE;SAOPAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;682;4.08.2019;6,17;SERVI‚O;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;637;5.08.2019;44,25;FARMACIAS;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;559;20.10.2019;55,74;SERVI‚O;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;603;20.10.2019;11,58;SERVI‚O;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;988;11.12.2019;10,71;SERVI‚O;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;902;11.12.2019;85,9;RESTAURANTE;OSASCO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;985;11.09.2019;12,57;SERVI‚O;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;2615;12.06.2019;797;VESTUARIO;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;472;25.09.2019;667,5;SUPERMERCADOS;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;2585;19.07.2019;24,9;VAREJO;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;93;5.10.2019;39;VESTUARIO;SAO BERNARDO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;79;5.10.2019;13,91;SERVI‚O;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;64;6.10.2019;14,7;SERVI‚O;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;52;7.10.2019;11,9;SUPERMERCADOS;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;1347;4.12.2019;1;SERVI‚O;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;1338;4.12.2019;9;SERVI‚O;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;3039;23.01.2020;12,74;SERVI‚O;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;1909;27.12.2019;13,1;SERVI‚O;SAO PAULO;BR
5,38E+11;201905;SANTO ANDRE           ;SP ;28;F;4200;2466;28.12.2019;43,19;SERVI‚O;SAO PAULO;BR
